taxon,D-15Fryst_vs_16-0,D-6Fresk_vs_78-0,D-14_vs_24-0,D-3_vs_22-0,D-2_vs_71-0,D-4_vs_37-0,D-10_vs_12-0,D-14_vs_19-0,D-5Fryst_vs_36-0,D-4_vs_56-0,D-9Fryst_vs_3-0,D-5Fryst_vs_12-0,D-6Fresk_vs_24-0,D-14_vs_78-0,D-10_vs_36-0,D-14_vs_3-0,D-15Fryst_vs_77-0,D-15Fryst_vs_32-0,D-6Fresk_vs_19-0,D-9Fryst_vs_23-0,D-15Fryst_vs_75-0,D-15Fryst_vs_30-0,D-15Fryst_vs_88-0,D-13U_vs_22-0,D-2_vs_12-0,D-4_vs_54-0,D-4_vs_11-0,D-7Fryst_vs_78-0,D-10_vs_71-0,D-9Fryst_vs_59-0,D-4_vs_70-0,D-2_vs_36-0,D-5Fryst_vs_71-0,D-12_vs_18-0,D-7Fryst_vs_19-0,D-7Fryst_vs_24-0,D-12_vs_25-0,D-5Fryst_vs_88-0,D-5Fryst_vs_75-0,D-5Fryst_vs_30-0,D-12_vs_59-0,D-2_vs_32-0,D-2_vs_77-0,D-4_vs_89-0,D-4_vs_31-0,D-3_vs_19-0,D-3_vs_24-0,D-14_vs_22-0,D-4_vs_90-0,D-15Fryst_vs_71-0,D-9Fryst_vs_25-0,D-10_vs_88-0,D-9Fryst_vs_18-0,D-6Fresk_vs_22-0,D-10_vs_30-0,D-10_vs_75-0,D-3_vs_78-0,D-2_vs_16-0,D-13U_vs_19-0,D-10_vs_32-0,D-10_vs_77-0,D-5Fryst_vs_16-0,D-15Fryst_vs_36-0,D-13U_vs_24-0,D-7Fryst_vs_22-0,D-15Fryst_vs_12-0,D-12_vs_23-0,D-5Fryst_vs_77-0,D-5Fryst_vs_32-0,D-10_vs_16-0,D-13U_vs_78-0,D-2_vs_88-0,D-4_vs_33-0,D-2_vs_30-0,D-2_vs_75-0,D-10_vs_70-0,D-5Fryst_vs_11-0,D-5Fryst_vs_54-0,D-12_vs_78-0,D-2_vs_56-0,D-15Fryst_vs_31-0,D-15Fryst_vs_89-0,D-13U_vs_23-0,D-7Fryst_vs_25-0,D-12_vs_24-0,D-5Fryst_vs_70-0,D-12_vs_19-0,D-10_vs_54-0,D-10_vs_11-0,D-7Fryst_vs_18-0,D-15Fryst_vs_90-0,D-3_vs_59-0,D-4_vs_71-0,D-2_vs_37-0,D-10_vs_56-0,D-14_vs_18-0,D-5Fryst_vs_37-0,D-2_vs_70-0,D-4_vs_36-0,D-3_vs_23-0,D-14_vs_25-0,D-15Fryst_vs_33-0,D-9Fryst_vs_22-0,D-6Fresk_vs_18-0,D-5Fryst_vs_56-0,D-6Fresk_vs_25-0,D-13U_vs_59-0,D-10_vs_37-0,D-4_vs_12-0,D-2_vs_54-0,D-2_vs_11-0,D-15Fryst_vs_37-0,D-6Fresk_vs_59-0,D-6Fresk_vs_3-0,D-13U_vs_25-0,D-2_vs_90-0,D-2_vs_3-0,D-4_vs_16-0,D-13U_vs_18-0,D-10_vs_33-0,D-2_vs_89-0,D-4_vs_32-0,D-4_vs_77-0,D-2_vs_31-0,D-5Fryst_vs_33-0,D-14_vs_59-0,D-7Fryst_vs_23-0,D-15Fryst_vs_56-0,D-12_vs_22-0,D-10_vs_90-0,D-15Fryst_vs_11-0,D-15Fryst_vs_54-0,D-14_vs_23-0,D-3_vs_25-0,D-2_vs_33-0,D-4_vs_88-0,D-3_vs_18-0,D-4_vs_30-0,D-4_vs_75-0,D-7Fryst_vs_59-0,D-5Fryst_vs_89-0,D-5Fryst_vs_31-0,D-9Fryst_vs_78-0,D-7Fryst_vs_3-0,D-10_vs_89-0,D-6Fresk_vs_23-0,D-9Fryst_vs_19-0,D-10_vs_31-0,D-5Fryst_vs_90-0,D-15Fryst_vs_70-0,D-9Fryst_vs_24-0,D-9Fryst_vs_90-0,D-6Fresk_vs_12-0,D-5Fryst_vs_24-0,D-4_vs_25-0,D-4_vs_18-0,D-3_vs_30-0,D-3_vs_75-0,D-3_vs_88-0,D-12_vs_70-0,D-5Fryst_vs_19-0,D-14_vs_36-0,D-10_vs_78-0,D-7Fryst_vs_71-0,D-13U_vs_16-0,D-13U_vs_77-0,D-10_vs_19-0,D-13U_vs_32-0,D-9Fryst_vs_89-0,D-14_vs_12-0,D-12_vs_11-0,D-9Fryst_vs_31-0,D-12_vs_54-0,D-5Fryst_vs_78-0,D-6Fresk_vs_36-0,D-10_vs_24-0,D-6Fresk_vs_71-0,D-3_vs_16-0,D-2_vs_78-0,D-9Fryst_vs_33-0,D-12_vs_56-0,D-13U_vs_88-0,D-15Fryst_vs_22-0,D-13U_vs_75-0,D-13U_vs_30-0,D-7Fryst_vs_12-0,D-2_vs_19-0,D-3_vs_32-0,D-3_vs_77-0,D-7Fryst_vs_36-0,D-14_vs_71-0,D-12_vs_37-0,D-10_vs_3-0,D-2_vs_24-0,D-14_vs_88-0,D-9Fryst_vs_56-0,D-12_vs_33-0,D-7Fryst_vs_77-0,D-7Fryst_vs_32-0,D-14_vs_75-0,D-14_vs_30-0,D-3_vs_36-0,D-4_vs_23-0,D-5Fryst_vs_22-0,D-6Fresk_vs_75-0,D-6Fresk_vs_30-0,D-10_vs_22-0,D-6Fresk_vs_88-0,D-13U_vs_71-0,D-7Fryst_vs_16-0,D-9Fryst_vs_37-0,D-3_vs_12-0,D-9Fryst_vs_70-0,D-15Fryst_vs_24-0,D-13U_vs_36-0,D-14_vs_16-0,D-13U_vs_3-0,D-12_vs_90-0,D-6Fresk_vs_77-0,D-6Fresk_vs_32-0,D-15Fryst_vs_19-0,D-2_vs_22-0,D-6Fresk_vs_16-0,D-15Fryst_vs_78-0,D-14_vs_77-0,D-14_vs_32-0,D-7Fryst_vs_75-0,D-13U_vs_12-0,D-7Fryst_vs_30-0,D-12_vs_89-0,D-9Fryst_vs_54-0,D-12_vs_31-0,D-9Fryst_vs_11-0,D-7Fryst_vs_88-0,D-4_vs_3-0,D-5Fryst_vs_3-0,D-4_vs_59-0,D-3_vs_71-0,D-9Fryst_vs_32-0,D-9Fryst_vs_77-0,D-12_vs_12-0,D-13U_vs_89-0,D-15Fryst_vs_23-0,D-3_vs_3-0,D-14_vs_11-0,D-14_vs_54-0,D-13U_vs_31-0,D-7Fryst_vs_56-0,D-6Fresk_vs_70-0,D-2_vs_25-0,D-6Fresk_vs_11-0,D-6Fresk_vs_54-0,D-13U_vs_90-0,D-7Fryst_vs_37-0,D-14_vs_70-0,D-9Fryst_vs_16-0,D-12_vs_36-0,D-2_vs_18-0,D-3_vs_33-0,D-12_vs_71-0,D-5Fryst_vs_18-0,D-14_vs_37-0,D-7Fryst_vs_70-0,D-3_vs_31-0,D-4_vs_19-0,D-3_vs_89-0,D-4_vs_24-0,D-12_vs_3-0,D-15Fryst_vs_3-0,D-6Fresk_vs_56-0,D-5Fryst_vs_25-0,D-3_vs_90-0,D-6Fresk_vs_37-0,D-15Fryst_vs_59-0,D-10_vs_25-0,D-7Fryst_vs_11-0,D-10_vs_18-0,D-13U_vs_33-0,D-7Fryst_vs_54-0,D-9Fryst_vs_88-0,D-14_vs_56-0,D-9Fryst_vs_30-0,D-9Fryst_vs_75-0,D-4_vs_78-0,D-6Fresk_vs_33-0,D-15Fryst_vs_18-0,D-7Fryst_vs_90-0,D-3_vs_54-0,D-3_vs_11-0,D-9Fryst_vs_71-0,D-15Fryst_vs_25-0,D-13U_vs_37-0,D-10_vs_59-0,D-3_vs_70-0,D-14_vs_33-0,D-7Fryst_vs_31-0,D-13U_vs_56-0,D-12_vs_88-0,D-12_vs_75-0,D-12_vs_30-0,D-7Fryst_vs_89-0,D-5Fryst_vs_59-0,D-2_vs_23-0,D-5Fryst_vs_23-0,D-4_vs_22-0,D-3_vs_37-0,D-2_vs_59-0,D-14_vs_89-0,D-9Fryst_vs_12-0,D-12_vs_77-0,D-12_vs_32-0,D-7Fryst_vs_33-0,D-13U_vs_11-0,D-13U_vs_54-0,D-6Fresk_vs_90-0,D-14_vs_31-0,D-3_vs_56-0,D-13U_vs_70-0,D-9Fryst_vs_36-0,D-12_vs_16-0,D-6Fresk_vs_31-0,D-14_vs_90-0,D-10_vs_23-0,D-6Fresk_vs_89-0
411470,4870,8800,22014,4815,90559,10325,8680,10564,10555,21873,13937,3544,13821,6272,9164,26027,159232,10325,14316,5142,8016,10654,11150,5197,4374,9072,17344,5574,50036,5545,11463,9152,121206,33036,6028,13938,21906,10286,6417,7793,26931,9932,132131,6770,8742,14725,14034,4882,17600,46988,16730,10548,29107,7587,6904,5843,7028,16326,11728,10887,441607,6041,10657,15990,4316,8810,15220,204505,9941,7504,6120,8640,8836,16700,8835,14725,16340,7969,20349,16492,11035,16815,7677,8022,22737,13190,11085,12665,10317,18781,24715,8024,124862,10925,12220,21647,9771,26344,10220,7327,17588,5176,3426,15729,21855,14805,14022,6292,4624,10625,5428,4063,6361,24928,16115,37828,17525,7384,17088,5246,9941,10083,204505,12520,9730,13262,5678,15128,17847,22387,9042,14873,7926,20887,13556,10013,16374,8885,8041,11285,7415,8598,5323,13731,12483,4890,5646,7343,18080,15213,31457,6897,8832,11949,15804,17571,10323,7174,11253,42131,8998,10078,8715,120435,18731,127652,14342,10572,7559,4597,19732,6002,13845,7711,11435,29222,49633,5270,5977,5085,26079,10499,6371,9818,14154,3343,9537,10300,141626,7958,95265,20741,25172,26665,7682,19310,12001,266877,11926,12324,17927,10371,9127,6054,8870,10711,6225,7829,77985,7335,5697,8693,21415,13455,10181,13973,17702,26975,156341,9177,13460,4578,12843,7518,133672,10170,3827,13611,4373,8596,6282,18990,3838,9527,5096,18693,10465,52114,10819,213470,8633,10549,7748,13970,6092,10981,10034,10945,16313,16125,8983,14311,30127,6482,29590,6741,18090,16380,5886,90718,18452,9534,6267,9887,9444,9147,12568,28036,12484,16425,14038,32542,6810,7831,20142,7268,25893,14473,6171,5358,18047,8242,8657,7848,4117,17000,4008,12773,9354,124639,15424,10776,6714,17061,12884,5839,16364,9526,10330,23821,7867,7690,7760,9501,5954,4086,14415,13183,7975,727192,55815,4100,11133,8653,25232,11523,13565,19890,4857,18629,11480,39543,7849,6302
411471,11863,35285,34298,49082,15512,35416,29977,29928,17104,34253,20212,25011,31980,21965,19173,22520,26168,51793,47585,14472,15323,25368,27870,38230,25384,16577,49576,21672,12804,27987,23950,20380,19780,11184,26493,26070,34430,18560,10204,22324,18095,62734,24420,25524,38990,20948,30839,38206,23669,18603,36846,19229,1729,58388,32368,15926,35285,22508,21544,44143,22177,25609,24901,29452,32434,32938,9867,23252,56033,15730,21255,16241,20129,36792,17840,25594,47627,13509,34413,32691,23624,51823,11901,27121,30582,35770,12202,15141,68816,13564,6980,27408,19780,28651,30596,5238,29349,29346,17106,10719,33621,6538,41619,7706,36775,33568,21982,19723,23532,13697,16668,13724,19462,13139,32876,25841,21856,25463,4479,10469,25440,55304,22985,38487,21938,25733,13357,30798,50153,34353,69132,20466,12804,30545,19901,18749,9684,21192,8461,33175,28739,38089,23577,19738,43774,10361,31084,24347,23549,20967,29141,19501,29611,33818,33710,5262,32979,15926,19471,19366,22340,18937,35088,7746,49022,21082,20372,64424,22103,25555,58705,25318,19636,24420,19176,31297,13583,16767,20176,27370,31039,23644,59543,10679,34020,25555,32825,54057,22153,23389,12881,69745,14265,36960,16146,51895,29249,31904,63212,17734,41543,19102,12251,43031,18887,31700,58249,10143,14154,19067,27720,29768,39382,30734,18240,27249,16462,14224,20089,54001,47720,29332,66149,32698,21455,65842,7255,30848,21169,12388,14628,22290,12092,18468,18656,25274,23869,9159,72085,20005,25360,23966,10155,14893,15489,13760,24710,22365,18512,37760,64709,17323,21738,27250,37885,22988,19392,5456,11661,18241,4650,26179,18677,27121,22340,14328,50180,17716,14698,32342,33077,30421,70790,23359,26954,22090,7677,18455,14314,8300,35307,38445,25245,23566,11714,2319,19846,16868,64160,12750,31340,54741,26240,23193,19988,18634,36257,15710,19673,27851,35647,25288,13573,13123,43031,18936,20545,29262,25038,19330,60944,19785,53361,13813,10347,29029,30897,22435,15109,57645,29859,28233,10386,8316
411473,67452,0,3159,22955,6692,7181,5806,21952,14108,7401,0,3676,0,19357,13193,26919,26203,24423,0,0,28390,41189,19491,9676,3382,8874,9691,0,4903,0,7706,15879,8478,1012,0,0,4120,8597,4963,5733,10946,24088,5008,4354,7125,3698,4595,28328,5020,19962,0,4213,0,0,5662,11643,4027,7531,7090,17079,5624,7989,42350,3541,0,33827,3955,4726,23805,3190,2887,5557,6725,9146,7779,5557,7408,8757,3991,9332,22826,24004,3531,0,4734,9753,2595,5937,6074,0,24076,14710,6571,8074,2969,1412,9392,8508,18586,4374,3498,56713,0,0,8311,0,20842,5062,3960,9221,1790,33754,0,0,4284,6060,18384,5862,609,2275,4991,19340,4679,9823,8713,20950,0,38399,23513,5492,37626,25330,14984,4002,8140,10224,333,6546,4761,0,4298,10344,0,0,3548,0,0,6571,3760,40636,0,0,0,4419,5364,902,8580,5759,6100,8018,6033,13107,5294,0,11288,3848,2043,22197,0,8974,12835,0,8147,3399,0,3012,0,3858,3418,0,6995,6527,44898,7952,10736,0,4671,18026,4633,0,3531,26939,15164,4124,8155,0,9942,0,0,3322,6061,20755,4951,12737,0,0,20099,0,7165,0,0,7763,0,26735,19707,18996,22149,2427,0,0,31122,10561,0,28538,9219,19471,0,8541,0,1850,0,9684,0,0,8992,16958,7726,5920,0,0,10091,3991,37549,17703,20683,5331,9054,0,0,5964,0,0,5883,0,11863,0,23134,335,2161,5298,641,29920,0,6729,3720,2029,2950,17981,36238,0,5986,3855,0,44914,3916,0,438,8004,0,0,6882,0,0,4288,0,26994,0,7303,9646,0,26431,33614,13662,7486,28547,0,7282,4393,5289,11536,0,10098,4879,4573,7395,4691,10063,7238,0,4656,18345,0,9543,6676,0,5719,5368,9329,0,9422,0,17050,4751,0
411474,2039,5683,6162,45735,7737,14660,18407,14986,7750,10897,0,22382,5279,4990,7080,15105,12119,5269,9425,0,8607,8458,7384,75417,23043,7251,11235,0,5556,0,76491,9167,7460,2298,0,0,7412,15887,16652,10333,13205,5411,9795,5159,13055,6232,5737,41296,5051,5629,0,9765,0,40395,6667,7190,6034,7317,22639,5696,9968,5974,7405,5249,0,29483,16753,10900,5308,1804,4784,12677,8078,13274,11430,29138,11400,11265,6729,12209,9516,16684,5836,0,7412,65942,4253,7110,3468,0,2271,25550,7479,16885,5285,1902,15740,64426,7215,5906,8401,2363,0,2844,11229,8307,26689,4276,16972,8930,1474,4852,8969,12922,6724,6279,8398,6667,2143,1943,8052,6897,10910,13086,8104,21606,0,8127,115528,5376,3813,7914,4875,7580,9448,16650,2358,11064,16254,0,7020,13232,0,0,16129,4938,0,7945,5426,32049,0,0,19075,7159,14002,1753,11036,8071,8101,36530,16232,7614,5690,0,14669,9898,4769,5123,0,24182,7727,0,7796,5169,6550,6066,6008,2080,5213,0,8813,13219,39653,10496,10626,0,19151,5043,12190,0,6963,73867,13582,7332,9811,0,8142,0,0,12193,12694,6734,5132,37064,7056,6936,39633,8090,7698,0,0,29185,0,6028,6001,7309,15013,2882,13043,5804,11356,78175,3948,5538,7015,5487,0,28437,0,2212,0,8431,0,0,14093,14437,23541,5961,0,0,34145,11393,4847,13355,1281,7433,9055,0,30080,8792,3621,7899,4226,0,63713,0,7530,1806,1661,7264,1522,15854,0,8365,13530,6179,5962,26374,13263,7105,13077,6196,17592,26442,13063,0,2142,6244,0,0,11264,0,0,5010,1937,3187,0,8550,3784,0,8350,19182,22326,27878,8210,0,10721,15022,8439,8170,0,23658,5597,4949,41680,4917,27717,5958,0,10676,4806,0,3791,8447,2084,14496,5634,42636,0,4711,7647,5638,4523,1466
411475,11740,11152,19150,18905,48852,23571,38020,22983,20079,11308,28972,17852,18684,8880,18104,26688,21234,22499,26679,25882,12952,16659,21333,10837,23054,8201,50662,14094,37563,26332,7164,15178,48318,8134,18864,10345,21667,15043,7503,19416,18580,43446,14628,24215,19181,17588,21190,10493,11447,47926,20136,22354,3712,12736,16436,12074,34333,38167,19080,16140,16209,27388,23515,21154,12241,38384,24063,16998,24378,18676,12272,28644,31027,24621,36607,21139,53955,14980,14466,13085,25201,64419,25644,8845,20938,29022,9679,18126,64655,5601,3163,43607,39273,39803,15942,4360,20696,19734,18531,20939,24955,8585,10793,6687,17570,22732,30518,13309,22634,9977,32183,6437,18953,15112,15417,50084,15093,22607,3627,13709,28447,19488,18151,11518,28165,25304,26903,17157,12666,21240,67689,20202,28820,25722,37117,12654,4874,13207,5244,32700,18625,20956,12272,15048,45095,26618,18832,23655,12131,21544,23829,13383,37189,17163,12010,5151,15919,18726,23053,23927,16153,24976,31058,24840,46240,12994,19461,20795,24573,23215,66062,27140,17572,9398,20647,22864,41921,20659,34402,22889,16019,14692,13354,11854,25600,21008,35581,17843,16496,28982,46042,21228,15492,8483,13181,18371,36376,23480,20946,14591,35920,25149,22939,10347,11395,18622,16652,12970,49362,22421,10094,36922,27094,25114,18368,26885,26526,4948,17824,19932,30848,53443,74068,12452,16520,28375,5409,37916,15370,8038,20837,21354,14888,17874,13303,22989,23875,37621,21669,14715,34671,32191,22623,18324,11086,23128,20816,6716,24120,8156,67954,16690,11788,17452,36333,26170,21234,12449,12171,36462,3944,17638,11032,23428,16331,24445,21013,16406,17071,18183,20216,25860,18528,25114,22285,36592,6048,11952,17235,19400,28588,37079,16289,19153,13566,4824,11584,21334,65833,53509,20409,31221,23103,26369,30940,9079,18104,10265,12718,22091,20567,29309,19356,30952,13913,15361,54755,19702,20129,15447,18645,21060,67264,14672,5652,21659,23113,24683,16322,70741,20080,13712,20275,8538
411476,25402,29262,0,33492,72776,35885,0,0,90814,23565,69739,23890,88053,0,0,0,98004,36656,96698,82903,112617,64410,82403,34864,22225,47390,10246,23629,0,30318,42065,80945,75991,14392,17645,43845,42166,41022,42828,12111,78672,41489,46642,79256,30881,127230,93559,0,114988,109873,15294,0,11000,33492,0,0,29428,4139,94239,0,0,3780,108629,117311,34793,41969,80062,40645,41276,0,30540,119371,100347,20847,51166,0,10720,46222,29593,25475,102585,80707,85576,8690,112255,46738,82724,0,0,10835,76681,73368,72854,40395,0,0,43340,43427,80235,83663,0,93003,34821,21945,24354,37758,27872,0,22961,54749,11697,48650,87904,63932,50445,162033,64426,3863,11505,0,80915,41276,51193,55441,87534,0,110746,68240,34344,0,7465,102005,0,43646,113129,42008,18371,10748,47376,12888,72332,35695,30110,49359,0,84268,85924,0,121696,72616,48230,113733,33361,41006,15304,12282,62514,123506,99135,89855,78380,0,0,35492,13227,60796,0,41462,85693,0,6603,42669,110163,30110,90010,0,105234,34022,30328,88258,57405,87755,48848,39816,18446,22140,76055,38841,78902,68547,0,51538,0,44519,0,18375,80553,50280,42219,0,0,92216,82135,34821,96357,45937,0,82634,86374,1478,43997,31637,44880,116620,109023,0,71269,152406,70405,39846,107763,33602,10572,48424,0,0,40340,32492,12884,26528,45482,97461,22269,42018,48101,70678,15018,109424,41489,79698,36812,84171,93067,64815,0,0,92291,11822,108214,15373,8560,106191,113529,41225,0,10439,84201,10949,77619,95548,13457,0,38754,89550,78584,65932,48426,67954,77186,62165,16052,131519,53461,126970,0,5017,0,100251,58218,116681,0,23996,51598,27897,98841,30636,132894,111329,8560,77389,50113,61864,0,99885,0,32300,19477,108846,113836,47026,87410,15693,86705,83782,34213,58761,14764,0,24878,78568,36678,91225,8587,122452,49127,0,72653,53649,111206,7647,102036,0,0,30892
411477,64397,41918,78797,156357,98383,134646,64158,59774,17169,55541,177467,43883,74981,54177,60247,158004,28333,75614,45542,189395,48652,83718,153952,64020,45299,20493,136964,47675,134714,72890,29185,16843,47881,114571,14969,50274,118199,48843,28337,43433,106174,66246,25872,83546,98850,140061,92087,126778,55867,132269,61577,101324,65103,124599,116577,83586,63028,56510,118890,71052,56192,46521,42819,86506,114270,68706,195310,39337,77395,215351,43098,86218,103358,66671,47650,96909,121542,20811,70036,82432,129488,93318,178948,49483,121856,43405,176897,55374,87049,52512,56448,170014,71487,112116,86074,70530,135059,53718,17296,195806,64249,56541,126941,88936,45899,90396,26641,65662,42646,20996,159224,55327,105740,149543,79702,108389,135301,52514,83522,63389,95230,76209,40730,105092,103322,40706,178305,103418,86954,113432,48974,40286,189395,92021,98503,59077,96568,40820,26769,21214,90233,75360,58424,67742,83297,198294,61152,151549,44135,90123,77143,81257,48889,71084,52952,75544,114595,83587,98893,86575,32182,19966,67503,46290,69477,31754,182168,68926,96100,46125,111301,89793,37960,55774,84600,76459,117433,182207,68987,108117,95558,96148,78724,39236,45957,50788,22003,54267,62209,22826,86591,94175,137925,64227,84044,56431,103253,29374,87465,46737,67336,60247,185067,138147,118983,131271,116706,75594,90166,17036,125170,64158,51656,92562,52986,69198,124077,97662,43336,74707,142361,136324,71395,48478,46878,60730,35379,86385,44107,38954,23934,157913,163070,55841,91816,164778,31617,134887,60730,47119,60415,87244,167746,143114,154305,26214,124245,51553,122580,66011,63063,89479,66632,138121,52208,148568,42518,69497,52099,139200,63104,120548,32779,148948,33953,79206,73502,157523,137365,96748,44834,111185,110582,88233,90755,38635,109175,96035,25410,83099,75306,66211,47426,57950,78364,115289,38403,55691,89986,74778,101031,100051,177741,98448,109862,54547,80666,101637,74135,110700,56717,30527,204186,192390,110059,66015,26483,91539,51892,46748,66407,98368,65293,51580,82373,105431,88062,40740,75972,62014,126488,116986,195806,51153
411479,125925,38560,70703,43494,32250,59731,36622,117942,103907,28635,193291,27725,126790,85453,127330,182040,51964,249077,75897,100118,62048,106000,318296,69893,27181,96100,93256,37773,39215,97485,36136,91909,33489,100814,35745,39078,255992,134280,50110,65643,102961,243099,35151,95426,91136,164044,92716,67822,171203,42149,171330,307094,51675,35476,117799,78170,38465,79140,114209,251945,96748,80701,130827,125280,37324,23593,90283,44144,227384,89929,87129,101208,155192,95775,68994,119157,104876,118669,95850,32343,83489,105486,96015,79442,100191,59517,49752,171564,41457,16231,71602,108492,42069,66373,101524,50228,66292,49684,85457,83796,160567,135666,62980,55841,40140,237129,101111,72676,27024,101564,89720,51731,167413,100269,164769,159114,74991,98734,110346,157275,101487,236032,36651,62576,248949,93049,125856,61885,62809,218205,45263,116989,105306,142867,230426,127124,65759,58342,46747,80705,80769,78472,90595,66344,111438,112983,113492,92751,185473,56432,67720,215063,27875,73150,135604,63489,97182,65078,311116,102742,109008,101295,90689,29297,114448,73943,131835,238636,100665,29293,63132,64642,168618,50303,137474,119213,23879,147264,40441,218302,86726,213033,35783,44598,122833,27393,59429,248376,85845,94527,38668,89333,132926,52167,183412,41797,211833,39260,240793,59713,117329,111965,100298,53506,66526,115866,55304,262295,33544,36268,95805,29178,59083,80236,118175,64201,124595,157977,58122,249171,73683,37661,44938,54812,123633,233534,48212,43680,50755,27812,139091,91584,93028,112621,74409,149037,96001,38816,238636,100817,36622,122343,110178,125873,82197,139091,90890,23275,65000,137075,48416,147251,235235,44878,60192,75673,123333,49538,63072,65405,59961,92912,31099,82026,119065,108670,90837,167149,99246,45888,156652,221320,47426,123660,178057,70361,99485,196879,106460,180184,46150,125654,60948,42806,144942,77325,151319,112059,49826,41030,219429,89980,104269,99845,223836,41611,40942,265181,75836,121760,73718,89093,104969,98643,42852,45179,88842,76047,27089,82967,263430,150917,50983,160437,71996,60823,83711,48359,114257,61919,68121,217114,90125,26365
411483,53014,72670,0,0,16930,0,0,0,46581,0,134097,29236,63539,0,0,0,35194,158764,45552,92301,138112,108806,92893,275001,30700,0,0,0,0,97537,0,56928,19050,11968,0,0,115057,60320,66496,61597,67478,175677,12686,0,0,0,0,0,0,18644,109876,0,12633,223244,0,0,0,91500,204662,0,0,73444,56663,88375,0,35419,63231,14170,197843,0,63111,129874,0,74236,144820,0,55194,59554,71159,82439,88898,97152,78624,0,96014,77508,19152,0,0,0,54614,0,0,74491,0,0,82421,80125,0,0,0,61693,234768,19325,82203,141314,99496,0,0,56942,50924,78966,53127,132628,138479,75938,136866,0,9835,0,119916,0,0,88278,99136,0,0,79326,263711,0,78544,106609,0,0,100287,0,0,0,0,0,122710,88453,69217,0,0,71507,86811,0,70432,77313,68172,47361,38362,69059,0,0,0,0,0,87508,129789,0,0,0,62360,32267,0,179509,147127,0,86306,62854,70365,63956,68668,0,14147,0,67417,98881,74092,108437,257575,136569,57332,0,100884,0,0,0,0,133633,0,68115,0,65098,109919,0,0,0,0,0,0,273617,147182,132577,0,95392,16967,0,71571,0,80439,81457,68090,0,129525,66845,33531,158764,57719,232124,85261,65495,0,0,0,40465,0,79944,62196,85318,58155,0,0,122466,0,0,171501,44734,37689,100502,64384,0,0,0,82503,0,89801,103878,77904,97796,55377,0,0,88352,62422,9812,0,25775,10307,0,0,0,0,0,0,112013,122340,98071,119176,0,111416,72825,0,0,0,55021,0,102258,0,85621,134700,0,72893,18446,0,0,0,25095,138345,57544,0,0,0,0,64078,84951,139839,95241,0,98256,80638,77293,0,0,95083,0,20791,44811,167912,0,79756,85554,37531,0,0,81324,59842,84983,86585,0,0,85215
411484,41194,13909,0,0,0,0,0,0,0,0,10013,0,17780,0,0,0,42175,10783,30286,5358,40855,8169,31718,0,0,0,0,0,0,25548,0,0,0,31287,0,0,83901,0,0,0,52371,0,0,0,0,0,0,0,0,20677,41849,0,32548,19215,0,0,0,0,0,0,0,0,20422,0,0,30676,23942,0,0,0,0,0,0,0,0,0,0,0,13348,0,19289,39216,0,0,66111,0,62773,0,0,0,15600,0,0,0,0,0,0,0,0,0,0,29936,16963,25543,0,23213,0,0,0,0,0,12660,40216,16855,0,0,0,0,0,0,0,0,0,0,0,0,0,49136,19305,0,57320,39976,0,0,0,0,0,0,0,0,0,0,12452,0,0,13972,9325,0,0,35617,18226,3335,46671,0,0,0,0,0,0,108489,0,0,0,0,0,0,0,0,22961,0,52752,6124,37325,0,15493,0,21041,0,0,6186,72725,0,19227,0,0,0,0,0,0,0,0,14433,0,0,0,22543,30449,0,0,0,0,0,0,0,26996,10650,0,31041,0,0,10878,0,36977,14892,0,0,0,33757,100162,11738,22571,0,111456,13909,0,0,0,0,0,25878,11386,39627,15065,0,0,0,0,0,12998,33479,89188,0,15221,0,0,0,0,0,77410,0,55367,29050,0,0,0,36045,33107,0,0,41894,0,0,0,0,0,0,0,26035,11417,49240,0,0,13007,28849,0,0,0,0,0,9576,0,15460,32896,0,24597,28682,0,0,0,35056,24095,0,0,0,0,0,0,47131,64202,19511,0,0,0,0,0,0,0,0,39680,130714,28075,0,0,0,18256,0,0,0,6471,106599,21097,0,0,15981
