taxon,donor,donor_abundance
518635,D-3,59.9220077901985
518635,D-10,13.594733419803
518635,D-2,30.431294155881
518635,D-5Fryst,10.7799716611361
518635,D-14,83.8227331208898
1156918,D-6Fresk,9.91476992293839
1156918,D-7Fryst,3.66672352186951
1156918,D-15Fryst,14.0313277354693
1156918,D-13U,10.2360829333932
1156918,D-4,5.49138582382244
1156918,D-12,10.6030526139577
1156918,D-9Fryst,4.24261329103082
1156918,D-3,6.24187581147901
1156918,D-10,9.30165970828626
1156918,D-2,8.19304073427566
1156918,D-5Fryst,5.38998583056804
1156918,D-14,10.2450007147754
500633,D-6Fresk,37.6761257071659
500633,D-7Fryst,35.2005458099473
500633,D-15Fryst,59.2433837719815
500633,D-13U,87.0067049338424
500633,D-4,23.2576340773656
500633,D-12,109.378858543984
500633,D-9Fryst,25.4556797461849
500633,D-3,61.1703829524943
500633,D-10,65.8271302432566
500633,D-2,56.1808507493188
500633,D-5Fryst,16.1699574917041
500633,D-14,61.9356861393241
1125724,D-6Fresk,15.8636318767014
1125724,D-7Fryst,5.13341293061732
